tags,corr_PC1,corr_PC2,corr_PC3,corr_PC4,corr_PC5,corr_PC6,corr_PC7,corr_PC8,corr_PC9,corr_PC10,corr_PC11,pvalue_PC1,pvalue_PC2,pvalue_PC3,pvalue_PC4,pvalue_PC5,pvalue_PC6,pvalue_PC7,pvalue_PC8,pvalue_PC9,pvalue_PC10,pvalue_PC11
hip-hop-rap,0.005578483797213922,-0.011808845966694275,0.007689445612286409,0.014819481510994534,-0.025398880653519862,0.03517347692562951,-0.03167389888086608,0.05706915030648657,0.04628208226819632,0.0006421519871269224,-0.043031511949072114,0.8935397275249071,0.7769474909370271,0.8536452767613417,0.7221905185228509,0.5422547410469128,0.39863681188818473,0.4472340135681839,0.17063005763561528,0.2666185764144772,0.9877091050720805,0.3017037887856263
rb,-0.050092897925773816,0.036297145182701544,0.006553934595057373,-0.03671842740330978,0.004732650664213925,0.0050947373086834905,0.012031778872642533,0.02672174640937135,-0.01689516824233544,-0.013710017612586802,0.02126939244856664,0.22918424758080788,0.38373202986895877,0.8750652693902333,0.37823283830298593,0.9096064449714446,0.9027236550049637,0.7728508838025896,0.5214199574186066,0.6852298004000306,0.7422213722429216,0.6098401538146927
swing,-0.008904575527513371,0.05223734052175699,0.022159074870709016,0.100951522172469,0.05062357693158673,0.017002542518583096,0.07472423810459772,-0.03708611604407956,0.013735807825136283,0.011901955989784298,-0.06579247765210493,0.8308423783368197,0.20983894378267115,0.5949668306112751,0.015182736376306223,0.22428299450229114,0.6833372278236678,0.07263556852656054,0.3734730061182797,0.7417536984421716,0.7752357448029837,0.11409620573963682
drum-and-bass,-0.03978979141200559,-0.03813450185976645,0.03848308601851251,-0.015501630524576883,-0.08218878227894488,0.012059076579191506,-0.0013783515956193176,0.038365710470656185,-0.010211377764138975,0.005307438230658242,0.018880663653648367,0.3396187617662762,0.36010564398918554,0.3557282557581114,0.7099672759921567,0.04826619444005139,0.7723496931345646,0.9736218768013598,0.35719846089540896,0.8064772537009309,0.8986838544202269,0.6505633761533689
house,-0.05904994254014813,0.07858005013038831,0.016972704453165545,-0.0027644635522874467,-0.05341524752457345,-0.028982353609257813,0.08383985817812722,-0.01808643400627647,0.00894660103387252,0.004481484408993722,0.07114765633830591,0.15624302032687773,0.05902285194750998,0.6838629532888147,0.9471242852322891,0.19972858215081254,0.48679166418792935,0.043922267582004855,0.6643454092147196,0.8300561556655873,0.9143847940788473,0.08745669139906627
electronic,0.03253270186857611,-0.0002771293767080893,-0.055011440938949135,-0.0008841739524331239,0.04758024267069337,0.010925514738084376,0.050247645874576134,-0.018338075844196666,-0.038962308076748095,0.0019566736518781087,-0.010078764886996362,0.4350067953669229,0.994695527752674,0.18660078169165722,0.9830773627695635,0.25342192893197435,0.7932394172679015,0.22774723656215706,0.6599661963213417,0.34976526507912337,0.9625611793342966,0.8089416988519226
pop,-0.22564893386727414,0.12162635881887887,0.01285920621479615,0.03496998393916281,-0.03828788761434067,-0.05056229734312015,-0.008042636177338972,0.01996159877692377,-0.007107475556765316,-0.017041811234669406,0.00723920086147346,4.155564886251898e-08,0.0034044248972382924,0.75770206457338,0.4013727368910171,0.3581753438649788,0.22484511448299713,0.8470038986468175,0.6319968206147809,0.8646109996614844,0.6826455743984584,0.862126619934524
dance,-0.1240475634386527,0.18218933457470865,0.012194901356350235,0.04146604080899573,-0.03782259810670558,-0.07154458175701536,0.017818288313110983,0.046286543933104086,0.04969760224734224,0.011030228431032987,-0.11205918480856294,0.0028136530093520688,1.045282699975371e-05,0.7698573382840326,0.319648144207636,0.3640508782295083,0.08570042379178403,0.6690244394647543,0.2665724277162914,0.23288420430218815,0.7913032443286787,0.007001943632197573
tech,0.17123615796083652,0.14928933581573975,-0.08862343244387916,0.09918882210808788,0.02001179894235435,-0.18776636845475447,0.1712090111808019,-0.3050569467549913,-0.033133754491088414,0.054316046785255076,-0.0071873895225579645,3.49599851949857e-05,0.0003162748290297943,0.033152429797214354,0.01706131978691618,0.6311400446495233,5.495552262860501e-06,3.5061581891578245e-05,6.49802499696316e-14,0.42656501294336685,0.1922396566573436,0.8631036368304084
folk-acoustic,-0.003151493695054917,0.05364784531956832,-0.05466858442124246,-0.020735314108019372,-0.010910178134487098,-0.012241441978522713,0.01235616875340465,0.028173258203398967,-0.016814643486833133,-0.04290852311084289,-0.03947454540064962,0.9397347781813346,0.19777479558037894,0.18936554548431922,0.6188470209870117,0.7935231005890303,0.7690038717736676,0.7669011948997705,0.4990412924391914,0.6866504196999466,0.303088863013845,0.3434618583119013
speedcore,0.211025484049827,-0.19681882742983225,0.11590639356558347,-0.24560938040561497,0.07293225481436001,-0.010328040286053719,-0.07927322796035048,0.013808629776980115,0.016406142289920263,-0.027574619914314515,0.08532914993157331,3.0523846336763986e-07,1.8576845733873988e-06,0.005271537416415402,2.1776892127518237e-09,0.07978270934656799,0.8043108086460029,0.05681514170884978,0.7404336757865205,0.693874131706974,0.5082086839487375,0.04029106898026551
rock,-0.08160474071209892,0.00422874831104233,-0.023812957284583953,0.03512962551515943,-0.025713358357449357,-0.001404275362325005,-0.0259801386670003,-0.02938660296067766,0.02430894779648756,0.005126640494343852,-0.0007229799440234448,0.049886561431448664,0.9191961258513214,0.5677664823655283,0.39922543717196385,0.5372645232473869,0.9731259476612966,0.5330493025891417,0.4807326245811054,0.5597265138304274,0.9021175592388064,0.9861621907147718
accuracy,-0.1387929889657138,0.014743314144589039,0.020090723990424768,-0.0754804620914262,-0.05375316129051935,-0.02003932581213789,-0.025820445236649114,0.0554224198465004,-0.047952806507087886,-0.0050683565829072845,0.05209886894552966,0.0008204761471080188,0.7235598090698281,0.6297940149963032,0.06978055959123189,0.19689475896351527,0.6306704479127933,0.5355705084340415,0.18332602219450056,0.2497198168883097,0.9032248779735128,0.2110513415500199
